"name";"datasets";"reuses";"total"
"residant";3;0;3
"risques-sanitaires";3;0;3
"spartines";3;0;3
"stratigraphie";3;0;3
"vehicules-hybrides-rechargeables";2;1;3
"recharge-rapide";3;0;3
"salaire-net";0;3;3
"datavizu";0;3;3
"telefilms";3;0;3
"cryptomonnaie";1;2;3
"dgec";3;0;3
"bureau-de-style";3;0;3
"cii";2;1;3
"credit-dimpot-recherche";3;0;3
"organismes-de-recherche-prives-agrees";3;0;3
"organismes-prives-agrees";3;0;3
"bassins-economiques";3;0;3
"ppi";3;0;3
"sortir";2;1;3
"classee";2;1;3
"spl";3;0;3
"mediabus";3;0;3
"musibus";3;0;3
"carrefours-a-feux-tricolores";3;0;3
"gare-routiere";3;0;3
"slo";3;0;3
"enfant-handicape";3;0;3
"residences-autonomie";3;0;3
"ifi";2;1;3
"ariege";2;1;3
"montgeon";3;0;3
"mycologie";3;0;3
"secteurs-dactivite";3;0;3
"type-de-menage";3;0;3
"haute-corse";2;1;3
"indre";2;1;3
"hautes-pyrenees";2;1;3
"val-doise";1;2;3
"accueil-pour-les-chiens-guides";3;0;3
"attestation-daccessibilite";3;0;3
"boucle-magnetique-a-laccueil-ou-dans-la-salle-de-reunion";3;0;3
"deficience-mentale-psychique-ou-cognitive";3;0;3
"langue-des-signes-francaise-a-laccueil-ou-pour-lactivite";3;0;3
"emprise-074";3;0;3
"gestionnaire-130009764";3;0;3
"ascad";3;0;3
"side-channel-attacks";3;0;3
"doctorat-duniversite";3;0;3
"iufm";3;0;3
"dcsmm";3;0;3
"quadrige";3;0;3
"lectorat";3;0;3
"geometre";3;0;3
"n-demographie";3;0;3
"n-site-industriel";3;0;3
"deee";3;0;3
"selective";3;0;3
"saint-martin-du-var";3;0;3
"territoriale";3;0;3
"slt";3;0;3
"arret-cardiaque";3;0;3
"compte-administratif-2017";3;0;3
"aides-entreprises";2;1;3
"bureau-vote";3;0;3
"semitag";3;0;3
"publicites";3;0;3
"st-barthelemy";3;0;3
"st-martin";3;0;3
"operateur-national";3;0;3
"camping-vendee";2;1;3
"indicateur-social";3;0;3
"plf";1;2;3
"investissement-local";1;2;3
"lieux-ressources";3;0;3
"parti-socialiste";3;0;3
"raicaux";3;0;3
"annonces-legales";2;1;3
"apec";3;0;3
"cadres";3;0;3
"marches-de-travaux";3;0;3
"tourdefrance2018";3;0;3
"usager";3;0;3
"lucon-85128";3;0;3
"sable-sur-sarthe-72264";3;0;3
"outremer";2;1;3
"bulots";3;0;3
"gamma";3;0;3
"transport-de-marchandise";3;0;3
"agro-ecologie";3;0;3
"aide-a-lemploi";3;0;3
"aipc";3;0;3
"capoeira";3;0;3
"centre-daction-medico-sociale-precoce";3;0;3
"college-denseignement-general";3;0;3
"csaj";3;0;3
"edifice-industriel";3;0;3
"environnement-et-sante";2;1;3
"groupe-delu";3;0;3
"gym";3;0;3
"gymnastique";3;0;3
"ping-pong";3;0;3
"politique-de-lemploi";3;0;3
"production-vegetale";3;0;3
"stationnnement";3;0;3
"terroir-viticole";3;0;3
"twirling";3;0;3
"volley";3;0;3
"yoga";3;0;3
"allee";3;0;3
"delestage";3;0;3
"dojo";3;0;3
"excursion";3;0;3
"funiculaire";3;0;3
"jardiner";3;0;3
"leve";3;0;3
"lever";3;0;3
"multisport";3;0;3
"naturaliste";3;0;3
"panorama";3;0;3
"potager";2;1;3
"quadrillage";3;0;3
"sepulture";3;0;3
"trekking";3;0;3
"pia";3;0;3
"encheres";2;1;3
"test-description-subcat";3;0;3
"reseau-de-transport-delectricite";2;1;3
"autorite-organisatrice";3;0;3
"pde";3;0;3
"transparence-sante";1;2;3
"o-3";3;0;3
"frelons";3;0;3
"crise";3;0;3
"escamotable";3;0;3
"cap-dagde";3;0;3
"capbus";3;0;3
"vandieres";3;0;3
"taxe-locale";3;0;3
"chalonsenchampagne";3;0;3
"transdev";3;0;3
"stationnement-pmr";3;0;3
"auditif";3;0;3
"commencement";3;0;3
"conclu";3;0;3
"retention";3;0;3
"soumissionnaire";3;0;3
"visuel";3;0;3
"site-labelise";3;0;3
"interconnectes";2;1;3
"maison-de-services-au-public";2;1;3
"apple";2;1;3
"locataire";3;0;3
"conseil-de-prudhommes";3;0;3
"radioactif";2;1;3
"alec";3;0;3
"running";2;1;3
"calculateur";3;0;3
"licence-sportive";2;1;3
"arrete-tarifaire-du-9-mai-2017";3;0;3
"traitements-des-dechets";3;0;3
"dechet-organique";3;0;3
"service-de-collecte";3;0;3
"siege";3;0;3
"natixis";3;0;3
"cavaillon";1;2;3
"saint-didier";2;1;3
"meze";3;0;3
"buxerolles";2;1;3
"chavagne";0;3;3
"soldat";2;1;3
"bilingue";3;0;3
"demande-demploi";3;0;3
"salle-des-fetes";3;0;3
"wittelsheim";3;0;3
"salles-de-sport";3;0;3
"amenagement-hydroagricole";3;0;3
"arthaud";3;0;3
"as";3;0;3
"asselineau";3;0;3
"cheminade";3;0;3
"dupont-aignan";3;0;3
"fillon";3;0;3
"hamon";3;0;3
"lassalle";3;0;3
"le-pen";3;0;3
"macron";3;0;3
"mde";3;0;3
"melenchon";3;0;3
"ni";3;0;3
"pb";3;0;3
"poutou";3;0;3
"trump";3;0;3
"centre-valdeloire";3;0;3
"episode";3;0;3
"amenagement-foncier-travaux";3;0;3
"agents-publics";2;1;3
"information-preoccupante";3;0;3
"oeuvre-dart";3;0;3
"rerb";3;0;3
"centrale-a-energie-eolienne";3;0;3
"contrat-dagriculture-durable";3;0;3
"declaration-dutilite-publique";3;0;3
"demandeur-demploi";3;0;3
"etudes-dimpact";3;0;3
"gestion-de-la-qualite-de-leau";3;0;3
"liste-des-cours-deau";3;0;3
"point-deau";3;0;3
"programmes-locaux-dhabitat";3;0;3
"reseau-degouts";3;0;3
"tableau-dassemblage";3;0;3
"zone-dalea";3;0;3
"zone-de-developpement-de-leolien";3;0;3
"appellation-dorigine-protegee";3;0;3
"bassin-demploi";3;0;3
"cartographie-dhabitats";3;0;3
"points-deau";3;0;3
"reseau-deaux-usees";3;0;3
"service-dincendie";3;0;3
"marche-a-pied";3;0;3
"pcs";3;0;3
"sous-trame";3;0;3
"elements-fragmentants";3;0;3
"plu-plui-pluis-pos-sudocuh";3;0;3
"zones-a-enjeux";3;0;3
"lda";2;1;3
"arc-international";3;0;3
"limitations-de-vitesse";3;0;3
"points-de-reperes";3;0;3
"radars-automatiques";1;2;3
"routes-a-grande-circulation";3;0;3
"numero-voirie";3;0;3
"chateau-gontier-sur-mayenne";3;0;3
"forestier";3;0;3
"limite-maritime";3;0;3
"metadata";3;0;3
"arbitrage";3;0;3
"mode-de-gestion";3;0;3
"plus-values";3;0;3
"securisation";3;0;3
"droit-du-sol";3;0;3
"destinations";2;1;3
"friche";3;0;3
"offres-demploi";3;0;3
"psa";3;0;3
"montbeliard";3;0;3
"region-bourgogne-franche-comte";3;0;3
"distribution-electrique";1;2;3
"evron";3;0;3
"sites-patrimoniaux-remarquables";3;0;3
"pays-bigouden-sud";3;0;3
"cepoy";3;0;3
"conflans-sur-loing";3;0;3
"paucourt";3;0;3
"saint-maurice-sur-fessard";3;0;3
"premiers-secours";2;1;3
"irve-77";3;0;3
"isochrone";1;2;3
"sdaasp";3;0;3
"sdtan";3;0;3
"flash";2;1;3
"gipac";3;0;3
"cps";3;0;3
"dumbea";3;0;3
"trail";3;0;3
"sous-sols";3;0;3
"sia";3;0;3
"levens";3;0;3
"emmanuel-macron";1;2;3
"bouche";3;0;3
"reseau-arc-en-ciel";3;0;3
"garde-denfants";2;1;3
"directions";3;0;3
"parcelles-forestieres";2;1;3
"atton";3;0;3
"bayon";3;0;3
"flin";3;0;3
"lay-saint-christophe";3;0;3
"saint-clement";3;0;3
"consommation-energetique";1;2;3
"vittonville";3;0;3
"bpce";3;0;3
"lycee-general-et-technologique";3;0;3
"github";2;1;3
"services-generaux";3;0;3
"services-municipaux";3;0;3
"capca";3;0;3
"tcap";3;0;3
"comite-syndical";2;1;3
"deliberation-budget-compte-rendu";3;0;3
"comptages-routier";3;0;3
"espace-prive";3;0;3
"d3e";3;0;3
"2-roues-motorises";3;0;3
"1er-degre";3;0;3
"limey-remenauville";3;0;3
"episodes";3;0;3
"velo-electrique";1;2;3
"biens-vendus";0;3;3
"fichiers-fonciers";3;0;3
"marqueurs-gps";3;0;3
"trames";3;0;3
"elbeuf";3;0;3
"prm";3;0;3
"rouen";2;1;3
"voter";2;1;3
"equipement-collectif";3;0;3
"relation-usagers";3;0;3
"action-pedagogique";3;0;3
"trvg";3;0;3
"panel";2;1;3
"catastrophes-naturelles";3;0;3
"charcuterie";3;0;3
"parite-homme-femme";0;3;3
"velov";3;0;3
"car-jaune";3;0;3
"voies-cyclables";3;0;3
"15-25-ans";3;0;3
"accident-du-travail";3;0;3
"fiction";3;0;3
"salles-de-spectacle";3;0;3
"seance";3;0;3
"sud-labs";3;0;3
"transport-commun";3;0;3
"accueil-jeune-enfant";3;0;3
"coordonnee";3;0;3
"coordonnees-gps";3;0;3
"osmose-qa";2;1;3
"stationnement-velo";2;1;3
"gros-bovins";3;0;3
"demarche-administrative";2;1;3
"agneau";3;0;3
"prix-moyen-pondere";2;1;3
"veaux-de-8-jours";3;0;3
"benzoapyrene";3;0;3
"nickel";3;0;3
"veaux-de-boucherie";3;0;3
"prif";3;0;3
"annotation";3;0;3
"annuaires";2;1;3
"brevets-deposes";3;0;3
"codes-sources";2;1;3
"compte-general-de-letat";3;0;3
"declaration-de-commercialisation";3;0;3
"declaration-preliminaire-de-laide-publique-au-developpement";3;0;3
"equivalent-temps-plein-travaille";3;0;3
"immobilier-de-letat";2;1;3
"jeunes-entreprises-innovantes";3;0;3
"mission";3;0;3
"programmations";3;0;3
"projet-de-loi-de-reglement";3;0;3
"viti-vinicoles";3;0;3
"billard";3;0;3
"inscription-scolaires";3;0;3
"aubignan";3;0;3
"cove";3;0;3
"mazan";3;0;3
"saint-hippolyte-le-graveyron";3;0;3
"saint-pierre-de-vassols";3;0;3
"plr-2018";3;0;3
"dynamique";2;1;3
"tendance";1;2;3
"parcellaire-cadastral";3;0;3
"rentabilite-immobiliere";0;3;3
"velos-libre-service";3;0;3
"classification-de-lusage-des-sols";3;0;3
"definition";3;0;3
"rei";1;2;3
"aeroports-de-paris";2;1;3
"basol";3;0;3
"vieille-ville";3;0;3
"cerema-eau-mer-fleuve";3;0;3
"exzeco-inondation-risque";3;0;3
"france-metropole";1;2;3
"alpi-datagouv";3;0;3
"grtgaz";2;1;3
"velotoulouse";1;2;3
"deserts-medicaux";1;2;3
"don-de-sang";3;0;3
"transformation-digitale";2;1;3
"cdas";3;0;3
"ensembles";3;0;3
"dae-arret-cardiaque-coeur-scdl";3;0;3
"indice-de-vieillissement";2;1;3
"points-de-rencontre";2;1;3
"plaquettes";2;1;3
"plasma";2;1;3
"visualiser";0;3;3
"postgis";0;3;3
"1784";3;0;3
"1801";3;0;3
"seveso-haut";1;2;3
"disciplinaire";2;1;3
"1785";3;0;3
"1788";3;0;3
"1792";3;0;3
"marans";3;0;3
"thermometre-reaumur";3;0;3
"jeu-de-donnees";3;0;3
"dechets-dangereux";3;0;3
"neuves-maisons";3;0;3
"nouvelles-mobilites";3;0;3
"route-optique";3;0;3
"plf-2020";2;1;3
"territoire-de-vie";2;1;3
"panneaux-daffichage";3;0;3
"amel";3;0;3
"ftto";2;1;3
"ipe";3;0;3
"prs";2;1;3
"demandeur";3;0;3
"utpas";3;0;3
"legi";1;2;3
"lombricomposteur";3;0;3
"greve";3;0;3
"ansm";1;2;3
"circuits-scolaires";3;0;3
"forages";3;0;3
"communal";3;0;3
"postes-hta-bt";3;0;3
"calais";3;0;3
"personnes-decedees";0;3;3
"collecte-verre";3;0;3
"circonscrption";3;0;3
"catalogue-collectif-de-france-ccfr";3;0;3
"html";0;3;3
"fond-de-plan";3;0;3
"400-kv";3;0;3
"rapport-activites";3;0;3
"base-adresses-nationale";3;0;3
"mfr";3;0;3
"ordure-menagere";3;0;3
"mixite";2;1;3
"tdb";3;0;3
"bulletin";2;1;3
"capvm";3;0;3
"argent-public";2;1;3
"episode-de-pollution";3;0;3
"eau-de-paris";3;0;3
"election-municpale";3;0;3
"idcc";1;2;3
"lecovid";0;3;3
"plots";0;3;3
"ile-et-vilaine";2;1;3
"bio-dechets";3;0;3
"camions-de-collecte";3;0;3
"collecte-des-encombrants";3;0;3
"composteurs-collectifs";3;0;3
"dechets-toxiques";3;0;3
"ouvrages-dart";3;0;3
"shiny";0;3;3
"isogeo";3;0;3
"bike-sharing";3;0;3
"d-7-changements-hydrographiques";3;0;3
"etablissement-francais-de-sang";3;0;3
"atlas-paysager";3;0;3
"cotes";3;0;3
"guillaume";0;3;3
"guillaumerozier";0;3;3
"tracker";0;3;3
"interreg";3;0;3
"transaction-immobiliere";0;3;3
"scenarios";2;1;3
"coronavirus-mortalite";0;3;3
"ouvrages-art";3;0;3
"proparco";3;0;3
"suivi-epidemique";0;3;3
"tougo";3;0;3
"activite-epidemique";1;2;3
"prix-maisons";1;2;3
"voironnais";3;0;3
"vuejs";0;3;3
"matching";1;2;3
"record-linkage";0;3;3
"inserm";3;0;3
"veligo";3;0;3
"territorialisation";3;0;3
"le-grand-chalon";3;0;3
"habiter";3;0;3
"contours-geographiques";3;0;3
"meae";3;0;3
"dispositif-denormandie";2;1;3
"fouille";3;0;3
"agribalyse";1;2;3
"cnig-2017";3;0;3
"donnee-commune";3;0;3
"secteur-prive";3;0;3
"taux-de-reponse";3;0;3
"chutes";3;0;3
"colleges-publics";3;0;3
"securite-incendie";3;0;3
"auterive";3;0;3
"castanet-tolosan";3;0;3
"castelmaurou";3;0;3
"roques";3;0;3
"environnement-naturel";3;0;3
"hierarchisation";3;0;3
"reseau-de-telecommunications";3;0;3
"service-civique";3;0;3
"positivite";0;3;3
"taux-de-reproduction";0;3;3
"bessan";3;0;3
"grau-dagde";3;0;3
"pezenas";3;0;3
"portiragnes";3;0;3
"saint-thibery";3;0;3
"tamarissiere";3;0;3
"jardins-ephemeres";2;1;3
"mobigo";3;0;3
"connecte";2;1;3
"tmjo";3;0;3
"geographical-referentials";3;0;3
"rpe";2;1;3
"test-pcr";0;3;3
"relations-internationales";3;0;3
"belvedere";3;0;3
"marie";2;1;3
"esterel";3;0;3
"bon-depargne";3;0;3
"bons-de-caisse";3;0;3
"billets";3;0;3
"services-gare";3;0;3
"musee-francais-de-la-carte-a-jouer";3;0;3
"mna";3;0;3
"choletbus";3;0;3
"oleane";3;0;3
"setram";3;0;3
"technicienne";3;0;3
"cre";3;0;3
"aide-alimentaire";3;0;3
"decrochage-scolaire";3;0;3
"rappels";0;3;3
"antigenique";3;0;3
"activites-financieres";3;0;3
"amenagement-du-territoire-et-urbanisme";3;0;3
"infrastructures-numeriques";2;1;3
"notaires";2;1;3
"90-km-h";3;0;3
"balades-issy-com";3;0;3
"convoyeur";3;0;3
"parc-dactivites-economiques";3;0;3
"vdn";3;0;3
"ecowatt";2;1;3
"fonds-national-de-la-science-ouverte";3;0;3
"vol-doiseau";0;3;3
"smt";3;0;3
"20km";0;3;3
"attestation";2;1;3
"confinement-20-km";0;3;3
"session";3;0;3
"eligible";1;2;3
"autorite-organisatrice-de-la-mobilite";3;0;3
"infrastructure-ferroviaire";3;0;3
"transport-collectif-urbain";3;0;3
"departement-14";3;0;3
"agrement-communautaire";3;0;3
"clcl";3;0;3
"jury";3;0;3
"orcid";3;0;3
"theorique";2;1;3
"pap";3;0;3
"quartier-avant-2008";3;0;3
"faibles-emissions";3;0;3
"patrimoine-paysager";3;0;3
"qv4";3;0;3
"archives-en-ligne";2;1;3
"sage-estuiare-de-la-loire";3;0;3
"app-store";3;0;3
"arrondissement-municipal";3;0;3
"autoconsommateur";3;0;3
"production-locale";3;0;3
"pre-saint-gervais";3;0;3
"accueil-petite-enfance";3;0;3
"parcs-de-stationnement";3;0;3
"trames-verte-et-bleu";3;0;3
"vacsi";3;0;3
"trajectoire";2;1;3
"port-la-nouvelle";3;0;3
"10-km";0;3;3
"zone-sortie-10-km";0;3;3
"compte-administratif-2020";3;0;3
"dases";3;0;3
"lumineuse";3;0;3
"contrat-de-relance-et-de-transition-ecologique";2;1;3
"crte";1;2;3
"etalab-schema-irve-consolidation";3;0;3
"sudocuh";3;0;3
"deploiement-5g";0;3;3
"essence-pas-cher";0;3;3
"station-essence-autour";0;3;3
"station-essence-autour-de-moi";0;3;3
"station-essence-pas-cher";0;3;3
"defibrilateur";2;1;3
"bien-et-service";3;0;3
"213304082";3;0;3
"213304330";3;0;3
"installation-et-transmission";3;0;3
"jambon";3;0;3
"mairie-de-saint-genes-de-lombaud";3;0;3
"mairie-de-saint-loubes";3;0;3
"methode-de-culture";3;0;3
"race";3;0;3
"salaison";3;0;3
"sechage";3;0;3
"signe-officiel-de-qualite";3;0;3
"mandelieu";3;0;3
"station-velo";2;1;3
"blanc";3;0;3
"rose";3;0;3
"vin-dirouleguy";3;0;3
"specialites";3;0;3
"reanimations";0;3;3
"transports-et-deplacements";3;0;3
"echange-aux-frontieres";3;0;3
"scolaris";3;0;3
"prosopographie";2;1;3
"effectifs-par-region";3;0;3
"glossaire";1;2;3
"algorithmes";3;0;3
"algorithmes-publics";3;0;3
"maas";0;3;3
"213302300";3;0;3
"mairie-de-lapouyade";3;0;3
"contour-du-pays-basque";3;0;3
"grd";3;0;3
"200083830";3;0;3
"mairie-de-val-de-livenne";3;0;3
"conseillere-departementale";3;0;3
"agneaux-de-lait-des-pyrenees";3;0;3
"label-rouge";3;0;3
"award";3;0;3
"rga";3;0;3
"chateau-de-lareole";3;0;3
"ferme-de-solamoure";3;0;3
"grange-de-lege";3;0;3
"lac-de-bordeneuve";3;0;3
"lacs-de-valette";3;0;3
"ramier-de-palaminy";3;0;3
"energie-finale";3;0;3
"avia";3;0;3
"compte-adminnistratif";3;0;3
"parcours-de-sante";3;0;3
"parcours-sante";3;0;3
"le-havre-seine-metropole";3;0;3
"amenagements-cyclable";2;1;3
"pyrogazeification";3;0;3
"dott";3;0;3
"mariniere";2;1;3
"flotte-automobile";3;0;3
"vehicules-a-faible-emission";3;0;3
"balayage";3;0;3
"flavy";3;0;3
"fonsommes";3;0;3
"jean-bouin";3;0;3
"jussy";3;0;3
"ornitho";3;0;3
"orto";3;0;3
"osm-export";3;0;3
"phantom";3;0;3
"pilot";3;0;3
"scene-3d";3;0;3
"slpk";3;0;3
"index-egapro";1;2;3
"noeuds-de-raccordement-optique";3;0;3
"salles-des-fetes";3;0;3
"salles-polyvalente";3;0;3
"vehicules-a-faibles-emissions";3;0;3
"menageres";3;0;3
"rct";3;0;3
"ministere-du-travail";3;0;3
"ville-du-poinconnet";3;0;3
"ouestcharge";3;0;3
"achat-publique";3;0;3
"horaires-aux-arrets";3;0;3
"lignes-de-transport-urbain";3;0;3
"marche-publique";3;0;3
"syndicat-mixte-des-transports-en-commun-de-lagglomeration-clermontoise";3;0;3
"t2c";3;0;3
"chasseneuil-du-poitou";3;0;3
"montamise";3;0;3
"gtfs-real-time";3;0;3
"h2";3;0;3
"lovac";1;2;3
"ccve";3;0;3
"auto-ecole-labelisee";1;2;3
"fontaines-a-boire";2;1;3
"agence-routiere-departementale";3;0;3
"autorite-de-regulation-des-communications-electroniques-et-des-postes-arcep";3;0;3
"chemin-pietonnier";3;0;3
"dommage";3;0;3
"economie-1";3;0;3
"reseau-numerique";3;0;3
"scene-culturelle";3;0;3
"service-technique";3;0;3
"sport-tourisme";3;0;3
"delibs";3;0;3
"branche-dactivite-professionnelle";3;0;3
"auto-ecoles-de-conduite";2;1;3
"defibrillateurs-externes-automatises";1;2;3
"egalitehommefemme";1;2;3
"30km-h";3;0;3
"elections-1";3;0;3
"centrales-nucleaires";2;1;3
"produits-rappeles";0;3;3
"rappel-de-produits";0;3;3
"banque-des-territoires";3;0;3
"points-dindice";3;0;3
"escaliers-mecaniques";3;0;3
"fronton";3;0;3
"subventions-publiques";3;0;3
"voierie";3;0;3
"bdnb";0;3;3
"resif-action-transverse-sismicite";3;0;3
"snokarst";3;0;3
"bachelier";3;0;3
"tribunal-judiciaire";3;0;3
"equipement-publique";3;0;3
"organismes-de-formation";3;0;3
"c2-interne-collab";3;0;3
"basses-alpes";3;0;3
"batellerie";3;0;3
"ln";3;0;3
"vanoise";3;0;3
"sites-departementaux";3;0;3
"navigateur";3;0;3
"direction-interministerielle-de-la-transformation-publique";3;0;3
"ministere-de-leurope-et-des-affaires-etrangeres-meae";3;0;3
"bourg-la-reine";3;0;3
"incapacites";3;0;3
"colline";3;0;3
"213300486";3;0;3
"services-et-equipements-publics-sante";3;0;3
"vonews";3;0;3
"dispositif-national-de-mesure-daudience";3;0;3
"espaces-proteges-et-geres";3;0;3
"exhibition";3;0;3
"lave";3;0;3
"gali";3;0;3
"zoologie";3;0;3
"xxe-siecle";3;0;3
"tiretaine";3;0;3
"poteaux-incendie";3;0;3
"depenses-rsa";3;0;3
"physical-properties-of-ice";3;0;3
"services-pedagogiques";3;0;3
"geotrek";3;0;3
"rsu";3;0;3
"fabric";3;0;3
"quilliot";3;0;3
"ecoliers";3;0;3
"droit-derive";3;0;3
"appel-doffres";3;0;3
"professionnel-du-social";3;0;3
"indice-des-prix-a-la-consommation";3;0;3
"personnels-non-enseignants";3;0;3
"conseils-de-quartiers";3;0;3
"vie-scolaire";3;0;3
"retraites-et-retraites";3;0;3
"progression";3;0;3
"art-decoratif";3;0;3
"tremplin-95";3;0;3
"lecoq";3;0;3
"numero-de-voie";3;0;3
"actions-educatives";3;0;3
"infrastructures-transport";3;0;3
"constat";3;0;3
"agora";3;0;3
"places-reservees";3;0;3
"observatoire-habitat";3;0;3
"conseillers-regionnaux";3;0;3
"monkeypox";2;1;3
"comptages-velos";3;0;3
"bras";3;0;3
"conflit-dinteret";2;1;3
"evry-courcouronnes";3;0;3
"retraites-et-retraites-2017";3;0;3
"prestation-specifique-dependance";3;0;3
"bedat";3;0;3
"nettoiement";3;0;3
"jardins-remarquables";3;0;3
"depenses-daides-sociales";3;0;3
"habitats-naturel";3;0;3
"artiere";3;0;3
"contrat-collectif";3;0;3
"dnma";3;0;3
"couzes";3;0;3
"crystal-orientation";3;0;3
"coefficient-de-proratisation";3;0;3
"apa-a-domicile";3;0;3
"breizhgo";3;0;3
"coulee";3;0;3
"val-ezanville";3;0;3
"direction-generale";3;0;3
"geoportaildonnees-ouvertescartepatrimoineneustadtstrasbourg-architecture-psmv";3;0;3
"personnels-administratifs";3;0;3
"tectonics";3;0;3
"ressources-numeriques-educatives";3;0;3
"experiences-usagers";2;1;3
"browser";3;0;3
"11e";3;0;3
"csu";3;0;3
"etat-des-stations";3;0;3
"installatsion-classees";3;0;3
"geoparc";3;0;3
"immateriel";3;0;3
"cascade";3;0;3
"pension-de-reversion";3;0;3
"pont-neuf";3;0;3
"espace-numerique-de-travail";3;0;3
"dynactive";3;0;3
"label-espaces-naturels-sensibles-clermont-auvergne-metropole";3;0;3
"contrat-individuel";3;0;3
"thermique-a-flamme";3;0;3
"mairie-de-berthez";3;0;3
"zone-activites";2;1;3
"indiciaires";3;0;3
"tarentaise";3;0;3
"carsat";3;0;3
"plaine-de-vie";3;0;3
"event";3;0;3
"sante-publique-et-assainissement";3;0;3
"laboratoire-danalyses";3;0;3
"pierrosite";3;0;3
"zfe-m";3;0;3
"mondanel";3;0;3
"allergenes";3;0;3
"bargoin";3;0;3
"institut-national-de-linformation-geographique-et-forestiere-ign";3;0;3
"personnels-enseignants";3;0;3
"indiciaire";3;0;3
"mfs";1;2;3
"pastoralisme";3;0;3
"art-graphique";3;0;3
"forts-villageois";3;0;3
"rapport-social-unique";3;0;3
"internement";3;0;3
"cannes-civique";3;0;3
"prealpes-azur";3;0;3
"hospitalisation-a-domicile";3;0;3
"revalorisation";3;0;3
"permis-de-louer";3;0;3
"parc-regional";3;0;3
"esthetique";3;0;3
"trame-noire";3;0;3
"ccmacs-donnees-ouvertes";3;0;3
"participation-financiere";3;0;3
"droit-valide";3;0;3
"mediacentre";3;0;3
"pension-nette";3;0;3
"laboratoire-medical";3;0;3
"primo-liquidant";3;0;3
"smpn";3;0;3
"direction-interministerielle-du-numerique-dinum";2;1;3
"marche-2021";3;0;3
"seismology";3;0;3
"passage-pieton";3;0;3
"rappels-produits";0;3;3
"election2022";0;3;3
"grand-lyon";3;0;3
"erpv";3;0;3
"erps";3;0;3
"article-wikipedia";3;0;3
"budget-primitif-2023";3;0;3
"repertoire-des-informations-publiques";3;0;3
"economie-collaborative";3;0;3
"culture-services-utilite-publique";3;0;3
"comptage-mobilites";3;0;3
"mutualisation";3;0;3
"voitures-mutualisees";3;0;3
"cadastre-io";0;3;3
"politique-commerciale";3;0;3
"personnes-a-mobilite-reduite-pmr";3;0;3
